cell_id	gene_0	gene_1
cell_52	-1.5681519520351925	1.1030001996079002
cell_53	-0.5658099935626275	-2.0572502821803456
cell_54	0.5878014634044146	-0.2967987583131134
cell_55	-0.6299638435291417	-0.9770833538509804
cell_56	-0.6807361486828708	-2.1204505946686156
cell_57	-0.5843668751238932	-1.2286532436826216
cell_58	-1.657525876507263	1.6747533943378823
cell_59	-1.2035343337761297	-3.8059975512823767
cell_60	-0.18226952259482188	0.6463079218935264
cell_61	-0.5567207174946968	-0.5260645098385573
cell_62	-1.5467138712433544	1.073954617494445
cell_63	-1.7868414755662712	1.6902785194092107
cell_64	-1.5024924388308951	1.0575201171683286
cell_65	-0.19069726227485428	-0.784416315424129
cell_66	-0.5318719590704516	-1.1117432816748152
cell_67	-0.5032058397209128	-1.669899717999609
cell_68	-0.22616293802326676	1.9259801253607662
cell_69	-1.3972415516888175	1.1839035602755303
cell_70	-0.6568205819561803	0.4318886155960656
cell_71	0.6755210389689004	-0.4872289950067479
cell_72	0.06993957200208767	-1.2863246853441894
cell_73	0.07538985511285234	1.5615397281837136
cell_74	-0.31202595015922774	0.19308456401182766
cell_75	-0.6744488016793218	1.02392960540437
cell_76	-0.6261164629769124	0.16205283353392486
cell_77	0.07595326654244205	-0.44520474281713485
cell_78	-1.5872175408462428	1.3591758035628254
cell_79	-0.3258596602285931	-0.08136336156582141
cell_80	-1.1367364245372582	0.9118171225900554
cell_81	-0.9977846625170688	-1.427608254264917
cell_82	-0.05564160302451432	1.4599734982197414
cell_83	0.02666328917825367	0.02741953670575742
cell_84	-0.18805134444756277	-0.17675148034066268
cell_85	-0.18340272982869482	0.5618581943275889
cell_86	-0.0379714784501598	1.4141769220672187
cell_87	0.5505621204213307	0.10905528330585301
cell_88	-1.0852622318794896	0.9350830018445777
cell_89	-1.1930098028668565	0.7644581295924202
cell_90	-1.1697055948908583	-2.4601971178959614
cell_91	0.06710629209569385	0.08803110279079002
cell_92	-1.327064276935365	-1.9865423173631194
cell_93	-1.3229577215361237	-0.9012602976388806
cell_94	-1.1691783504432904	-1.7884312491824046
cell_95	-0.4094215257040569	1.1214959907102848
cell_96	-0.1270694690737691	0.3049567943701207
cell_97	-0.5008563489003345	-0.3992924079901987
cell_98	-0.3121723611472371	0.16689587516094878
cell_99	-0.018208645067879337	1.349368041432369
cell_100	-0.39622496199583024	0.32574216192884775
cell_101	-1.3438531191094132	-2.5724484426139975
cell_102	-0.6994746391184146	-1.6368022235293527
cell_103	0.36783390794402415	0.025250963156916828
cell_104	-0.5436644846674151	-0.14800191860192086
cell_105	-1.1059684258796736	0.8368722389911478
cell_106	-0.44068017903995393	0.5454264438991157
cell_107	-0.9645757091796028	-1.6879740541649664
cell_108	-0.293214022029421	0.8640436789038681
cell_109	-1.070069472269342	0.8824154810690548
cell_110	0.24169544736105597	-0.09416943231799213
cell_111	-0.5762347924254982	0.7324065500539776
cell_112	0.16880978192702212	0.13822648881607347
cell_113	-1.0883182594260503	-0.7449405465199141
cell_114	0.025559000138293153	-0.039659995738850484
cell_115	-0.03741516792158395	0.1327124295246448
cell_116	-2.6288800688948926	2.169935276812369
cell_117	-0.6552339341302882	-0.14640470384485582
cell_118	-0.6460612560858707	0.702327600460154
cell_119	-1.3570395222246177	1.1769991322971514
cell_120	-0.4656883714679473	0.4334732489056094
cell_121	0.1855573230839812	0.381596091946151
cell_122	-0.039467363319091175	-1.450239150047779
cell_123	-0.0005700447557785426	0.21091278845404154
cell_124	-0.004821609731345211	0.09699293423750432
cell_125	-1.281748159177683	0.05631779204628384
cell_126	0.796020358370283	-0.31727430728543293
cell_127	-0.6950820884687969	-1.4043396107010975
cell_128	-1.2393769267438746	-1.1605922318967177
cell_129	0.7187490935445155	-0.13252702676706174
cell_130	-0.6129109331138057	0.896042754260431
cell_131	-0.1812304214976217	1.166023596386854
cell_132	-0.5758975854291636	-0.658577128436665
cell_133	-0.1510906326451824	0.5347558152588049
cell_134	-0.7485690250362006	0.7029641088294154
cell_135	-1.0078562180948327	0.7781929731663093
cell_136	-0.15254130717113784	-0.46539814919034045
cell_137	-0.6980798524308102	-1.7055009254090396
cell_138	0.6222355121418117	-0.41191780608727124
cell_139	-0.36295855631773966	-0.574677149331022
cell_140	-2.87866360069535	1.7172186235562006
cell_141	0.7377017993001929	-0.05722264868449434
cell_142	-0.3387221137671741	-0.33666712069018223
cell_143	-0.059230790196227956	-0.8126457406284928
cell_144	0.24964327298002864	0.04873444370165869
cell_145	-0.415451692904382	0.4440778865700999
cell_146	-0.4950424755903252	0.2506302145413337
cell_147	-1.2153519160185755	0.8813239404028614
cell_148	-0.6288493166879446	0.5136946440963366
cell_149	-0.42755780716370817	0.016100407694855545
cell_150	-0.8910672140114306	-1.7115864912633791
cell_151	-0.8743405844663891	0.673161420687009
cell_152	0.46630060758100733	0.27124196146516877
cell_153	-0.3498796731840149	0.5004949691936904
cell_154	-0.19846311909047093	0.1869880778629101
cell_155	-0.005795522399021924	0.34509752639183344
cell_156	0.22852472719624561	0.09592174135299003
cell_157	0.029025560772018455	-0.11978151302969497
cell_158	-0.13373456533001493	0.2226869649255162
cell_159	-1.1998813457172306	0.9284366918968978
cell_160	-0.5536683853116716	-1.6827719110995256
cell_161	0.02475403999796144	0.20879175533847116
cell_162	-0.8263626659544172	0.48903438595410753
cell_163	-0.6078540863638469	-1.881658925015896
cell_164	-0.8918846910181563	0.8906933465700028
cell_165	0.10061456319094864	0.2478512364544902
cell_166	-0.4767458573617174	0.2500236816779838
cell_167	0.013098191107799306	0.9771982329155264
cell_168	-0.9418571515008052	0.8340753039187578
cell_169	-0.6497150254769194	-0.9023934217385849
cell_170	-1.3463128341279065	0.8182334904982893
cell_171	-0.0784618718116073	-1.0583117060635083
cell_172	-1.3071371645011478	-3.0238697754380457
cell_173	-2.2086438194955145	1.442603647556822
cell_174	0.31929234876951784	-0.06552093962400674
cell_175	-0.7713502378939412	0.8096583705680709
cell_176	-0.3672327886551659	1.5199880783198436
cell_177	0.05865842484215433	0.19013635394718675
cell_178	-0.42405200014876476	0.4223928274836262
cell_179	-0.017762869332455022	-0.21808393991513553
cell_180	-0.9958744227054769	-1.0623285389108716
cell_181	0.28540170996618885	0.9368160774162557
cell_182	0.06027661374094195	-1.199882331316698
cell_183	-1.7025222093258405	1.542599270427537
cell_184	0.4768376525361818	0.19149411892745138
cell_185	-1.314139987980985	0.6005946921544154
cell_186	-0.9496167281439452	0.6408875992975288
cell_187	-0.1762085167541283	1.720773055054012
cell_188	-0.19995360338784246	0.13420025391691348
cell_189	-0.9449289061096603	0.570339735566631
cell_190	-0.8215297558017116	0.6032184655641568
cell_191	-0.17788522416795555	0.2702317659203941
cell_192	-0.8991870682438262	0.37949844279271405
cell_193	0.23493784795588557	0.1992994883355177
cell_194	-0.9482175080025947	-2.1921437510295503
cell_195	-0.9356796357569648	0.462544911417084
cell_196	-0.15337798604397623	0.49178279966308086
cell_197	0.38938132890614785	-0.0964017535947187
cell_198	-1.0767949268372572	-2.060072814552967
cell_199	-0.2602933783749286	-0.077754870531548
cell_200	-0.7763811671209808	-1.296034687390046
cell_201	-1.7504791404321303	-2.107886627208036
cell_202	-1.2510857215787023	1.5100740576429958
cell_203	-0.3739678596519205	0.2516638116572729
cell_204	-0.35066127299495853	-0.8763453390352688
cell_205	-0.5762086603700208	-0.6214983014411583
cell_206	-1.509796912075922	0.8429527559655431
cell_207	-0.13562650398115517	-0.614450266229102
cell_208	-1.062152334378857	0.5395124742159563
cell_209	0.5544325366463543	0.12256937459353467
cell_210	-0.5325410573073944	-0.6608358295753027
cell_211	0.1950044907804387	0.4795533305244449
cell_212	-0.6081922300756102	-1.5032385797561887
cell_213	-0.595955701071225	0.744472458583732
cell_214	-0.1898433402153849	0.17946059653162688
cell_215	-0.7377890923819247	-0.4166172334743906
cell_216	-0.462094780978009	-0.132891145265705
cell_217	0.08683928952770614	-0.5774452750045977
cell_218	-0.057290881232186563	0.17243054758331067
cell_219	-0.8384634241888309	0.6751764255229661
cell_220	-1.2608599533664797	1.1494824676266484
cell_221	0.44337395221213927	0.8551786283339697
cell_222	-0.10364774073364558	0.3880674311450629
cell_223	-1.6840353288220926	1.1356274650666767
cell_224	-0.03491251221672015	0.270355640112109
cell_225	-0.5904428394312553	-1.4368563034106518
cell_226	-0.46011872252955366	0.657064296272241
cell_227	-0.8232122289253179	0.8468185585242891
cell_228	-0.5842622843600033	0.6655400291127476
cell_229	-2.06293993769456	1.4053654390514507
cell_230	-1.078140517792365	-0.911199109823158
cell_231	-0.8480706138967424	-0.327146091237746
cell_232	-1.4066530415187752	1.3245962996361573
cell_233	0.14296112317107035	1.8831014913821402
cell_234	-1.4010098717885375	1.0521018205019885
cell_235	-0.7180539088149278	-1.900549611644176
cell_236	-1.9836639021682272	1.3084065811961714
cell_237	-0.25812350225143343	0.039606355081787115
cell_238	-0.4493734272927067	0.719805456122799
cell_239	-0.7936778599829039	-2.4785170648668613
cell_240	-0.08407535419791501	-0.20441417610379575
cell_241	0.19965118812992955	-0.22392426127140586
cell_242	0.35710907664727565	-0.18592092673424054
cell_243	0.9068839567241975	-0.3709401353828554
cell_244	-0.8007712046031585	0.5881950227031668
cell_245	-0.22326244343363372	0.5779820600222464
cell_246	-0.5247006903607243	0.47494475966302907
cell_247	-0.588133665337467	0.7196483668992124
cell_248	-0.3055986370389533	0.7098415660439304
cell_249	-0.4456898356769943	-2.257829908293446
cell_250	0.2685439491472581	-0.46617907993232377
cell_251	-1.029462354178647	-1.1665082707632928
cell_252	-1.5698302203511845	0.8315685200438628
cell_253	-0.8365078005413538	-2.427870461837321
cell_254	-0.27409490231507483	0.2038594597235942
cell_255	-0.13905326519502859	0.4520904050355773
cell_256	-0.05243900478270613	-0.14739784936649558
cell_257	0.28947257897084777	1.918129518484347
cell_258	-0.4904588190760938	0.1204677095633877
cell_259	-0.8462373716210777	0.6422139399517605
cell_260	-1.108238391557257	0.7595820306534742
cell_261	-0.27189959008314823	0.30864311740714856
cell_262	0.09202013640050122	1.3899612023465349
cell_263	-1.2804517838465888	-1.914172783590413
cell_264	0.39483353365567897	0.46306633578903184
cell_265	0.0318375891604209	2.207372071935976
cell_266	-0.00891758986484148	-0.13767904778496526
cell_267	-0.9642105163234622	0.4020188489137595
cell_268	-0.8812220502806707	0.9379052071809737
cell_269	-1.3568578452983433	1.42859439758866
cell_270	0.2565011946672937	0.20125327526118864
cell_271	-0.36503201320766054	0.2587327208628389
cell_272	-0.425280795324144	0.4067447545278845
cell_273	-0.22248384335085525	-0.5970599899681839
cell_274	-0.8480330104251579	-0.2525301385469386
cell_275	-0.6122086857370852	0.3719164670907108
cell_276	0.8080957234924107	-0.3151216898929632
cell_277	-0.14975522405015967	-0.8738423687913034
cell_278	0.40013380916949637	-0.13467831961429155
cell_279	-0.523559851409728	-0.926532090268134
cell_280	-0.3720521995437907	0.16670730510503046
cell_281	-1.204848446580929	-1.946004423503816
cell_282	-1.3618826545865614	0.9862156989701532
cell_283	-0.1405038521073772	0.28779870199790736
cell_284	-0.3373925385754584	-1.1399171264485641
cell_285	1.2201832419020404	-0.5798479871683393
cell_286	0.19882959477521678	0.8374910957377608
cell_287	-1.036910325983758	-0.8393093217135772
cell_288	-0.4367470771614575	0.6939839006207529
cell_289	-0.9413227336027532	-1.1947571986385526
cell_290	-0.4524028211838939	0.49766728551747386
cell_291	-0.847435168677647	0.546255950808295
cell_292	-1.0814904164518788	-3.7206117035906336
cell_293	-0.5017938257730991	-0.8291864294727298
cell_294	-0.35176179876302516	0.09820392165086755
cell_295	-0.29206976139302965	-0.7706288528250016
cell_296	-0.8238169807370075	-1.0477991495758698
cell_297	-1.3778430959498325	1.12805294059324
cell_298	-0.7191608279961921	-1.2698454440243783
cell_299	-0.8694256062881228	0.08463208857516968
cell_300	-0.9625368183022434	-1.6072058926454076
cell_301	-0.522959266389245	-1.3125850989404362
cell_302	1.0807463282423067	-0.4996076587958673
cell_303	0.29047946986495876	0.087842024390547
cell_304	-1.0282291201531804	-1.1229828714233907
cell_305	-0.6380310139897246	0.4297782434464601
cell_306	-0.5095622636044693	0.5014405300563973
cell_307	0.3928864426246538	-0.07103262753752027
cell_308	0.32764249648473953	0.8307308753067539
cell_309	-1.0611166606187834	-1.0993934967450691
cell_310	-1.330455165964288	0.7851811775069772
cell_311	-1.0031843390642203	1.2422225949917651
cell_312	-0.1891952675242114	0.594831324689405
cell_313	-0.6312880596869089	-0.7778609050967273
cell_314	-0.9122773546137299	-1.5635464837167747
cell_315	-1.2263867931531909	0.8184019774964675
cell_316	1.122581896616214	-0.10226420181326146
cell_317	-0.11964215122212774	-0.02233158666669055
cell_318	-0.27838937182599677	0.10363786890264515
cell_319	-1.338025538572552	-1.7826770931058216
cell_320	0.05110360557140847	0.31130658383675625
cell_321	-0.440547398759546	-1.7400545612771887
cell_322	-0.04077845356548948	0.44754488165506456
cell_323	-2.070576368233839	1.7467886569670033
cell_324	-0.76080049256623	-1.2672242674513363
cell_325	-0.9906656032452177	0.5510401842004049
cell_326	-0.16750052051306463	2.3821625462528924
cell_327	-0.03297166462071527	0.367274905219529
cell_328	1.070610641354812	-0.23236452404324903
cell_329	-0.977492276705527	-0.5086863037858131
cell_330	-1.0057124691737291	-1.496893620006739
cell_331	-1.0756725039453423	-1.574539823649704
cell_332	-0.9423604340345939	0.734454126082266
cell_333	-0.5010150465094401	-0.08429766083058521
cell_334	-0.8155172548841711	-1.097850100929051
cell_335	-0.28608531298469486	0.40031807943692393
cell_336	0.3751018728164883	-0.07414056314203143
cell_337	0.7263030375404764	1.2241696826840163
cell_338	-0.6338096376806628	-2.1407386414380456
cell_339	-1.1333790374673658	-0.4514972458609632
cell_340	-0.052057919854337276	-1.0331649801731024
cell_341	-0.7020782845224356	-1.0443014727887179
cell_342	-0.4476177599815181	0.23423310870411806
cell_343	-1.060038844901854	-1.6328052909667001
cell_344	-0.23785097885760365	-1.3973323999445912
cell_345	-0.3847611119758404	0.9440563982851919
cell_346	0.026001229211513155	-1.273900283444688
cell_347	-0.2344146178016679	0.44075898333606084
cell_348	0.3392484806984758	-0.2601092975821302
cell_349	-0.21970789798765267	-0.27333528355882347
cell_350	-0.03073141591051398	-0.8281593651438752
cell_351	-1.1847025656252321	0.8967977560764706
cell_352	-0.5601240251421176	-0.6569608768220598
cell_353	-0.08815904864068957	-0.09283113133831833
cell_354	-0.07465293537522111	0.45491614861531743
cell_355	0.03075617796622465	0.026983340731160377
cell_356	-0.2660043806969742	0.34169598458328104
cell_357	-0.09663466504595147	1.2501820860341888
cell_358	-0.83967381881571	-0.24536778806010356
cell_359	-0.7915604600810746	-1.219331897518109
cell_360	0.05187452269021342	1.8263814184097589
cell_361	-0.532208055253541	0.5517113670210214
cell_362	-0.62461818755476	0.6176482052769997
cell_363	-0.07110428557526616	0.17764767907635698
cell_364	0.4958044521951873	-0.06867343374569307
cell_365	-0.5454475080540575	-0.5346058020417754
cell_366	-0.09436147982176152	1.0496399358770245
cell_367	-0.785003995660086	0.5159263618598553
cell_368	-0.9101756475546726	0.7150997451174529
cell_369	-0.9411211768491512	0.8638413699999988
cell_370	-0.6370179191009937	-0.1320784697104816
cell_371	-1.1448648408872257	-3.8359584729859635
cell_372	-0.4875631140357418	0.846888759818845
cell_373	-0.8790366831648422	0.13464054565652595
cell_374	-0.9693496061779121	-3.2268501169016472
cell_375	-0.20889072756659954	-0.2116502318386917
cell_376	-1.2308390658137636	1.0338204646746738
cell_377	-0.32084652024426563	-0.5459179279056913
cell_378	-0.07636347060394777	-0.16864355618226728
cell_379	-0.5546721797051272	-1.3676220676387616
cell_380	0.30157303688587234	-0.3241325696002805
cell_381	-0.7458946763879334	0.5900870654148631
cell_382	-1.066758911883921	0.7186729752035301
cell_383	-1.0485546504201038	-1.283431266256346
cell_384	-0.4490958759248696	-2.4837032319502415
cell_385	0.46748815812768296	-0.21659614832481588
cell_386	1.161547669103516	-0.3156878331981864
cell_387	0.08143877315760384	-0.011775442590941432
cell_388	0.25435581389117745	-0.16376480561309525
cell_389	-0.14731308220682449	-0.0034738821180534396
cell_390	-0.6869791604857503	0.6423981332938746
cell_391	-0.41362653286452655	-0.3503953777552036
cell_392	-0.4286300093466773	-0.7763287975260529
cell_393	-0.9871143970447553	0.8768565951636091
cell_394	-0.7360925787232235	-2.3694071818201765
cell_395	-1.270118302500768	0.83719608855089
cell_396	0.1650595292675633	0.2962921631865816
cell_397	-1.5112574034373027	1.1429074832135715
cell_398	0.30176675162289657	0.3842722907058519
cell_399	-1.0324582085511418	-1.8754091871883907
cell_400	-0.7829587683895116	-0.28808475687069657
cell_401	-0.6594075708582268	0.4896226542069213
cell_402	-1.365942783597816	-1.5934921172938636
cell_403	-1.1750108048849306	-2.0348092081463403
cell_404	-0.26038967652469586	0.21527888591765232
cell_405	-0.3984397300245332	0.5794339855791268
cell_406	-0.38015459062518986	0.4583760070458244
cell_407	-0.7708773776651691	0.43301119488304884
cell_408	0.47031265690143864	1.5469011957611012
cell_409	-1.8396306269105673	1.3905617945090838
cell_410	0.3469954136993044	-0.28446276315243446
cell_411	1.8794036166930308	-0.8101347226076798
cell_412	-0.7601072775989156	0.9699518724271808
cell_413	-0.5908624991306668	0.5399161253060498
cell_414	0.4267236865857479	-0.2507550014585396
cell_415	-0.6902645876324396	-0.022409497217465213
cell_416	-0.7975891506576973	0.8902786031454049
cell_417	0.3452754368082064	-0.11518473372351357
cell_418	-0.5407458276790633	0.20083913917115231
cell_419	-1.0905667580196576	0.662907774930786
cell_420	-0.6699777384588992	-0.8729503920677042
cell_421	-0.41673583399680214	0.17365119397747814
cell_422	-0.32896787373989866	0.23000460259966327
cell_423	-1.2138696083115479	1.0015986876914424
cell_424	-0.193129663324338	0.1144526779161592
cell_425	0.16375949173279303	0.5180571442472731
cell_426	0.12943490387344214	0.8741083004619064
cell_427	-1.482346936404944	-1.3315174659262614
cell_428	-0.8386233698651744	0.7832455537369587
cell_429	-0.3233367772644561	0.2281755600786986
cell_430	-0.8088692767029716	-2.5160906759545014
cell_431	-0.766893520448325	-0.6858097950924549
cell_432	0.26149141332227765	0.37259205057696776
cell_433	-0.48649425582673483	-0.5197695462771683
cell_434	-1.0035311974223786	-0.4887521004989234
cell_435	-1.2283826286149204	-2.4132172581476943
cell_436	-0.34506220236309726	1.8115568114806706
cell_437	-0.10500057608158164	-0.6450603663425587
cell_438	0.24325958813097937	-0.022385118102212165
cell_439	-0.36068223672966077	1.5321345886230353
cell_440	-0.2877825483644225	1.8182668068971535
cell_441	-0.222873343493807	0.18369033340531427
cell_442	-1.3514425128387109	-0.07743886755387147
cell_443	-1.123180466056831	0.8374868856571276
cell_444	-0.4916420464866118	0.6319859736030403
cell_445	-0.8431891351025621	0.3410738297191225
cell_446	-0.890970013209155	0.5398974335802709
cell_447	-0.22570600055139217	0.054128649144837115
cell_448	-0.8873029889443766	0.6316783590824718
cell_449	-0.029312917907618807	-0.00727116058626176
cell_450	-0.8285982917819346	-0.9200312211441939
cell_451	0.021124271910695214	0.2781132925862995
cell_452	-0.06291362358490393	-1.1447683425766817
cell_453	-0.9894721018074362	0.7655081869261376
cell_454	0.16538367978837332	0.07896632685727517
cell_455	-1.0006754925302794	0.653551993527804
cell_456	-0.44905078106820756	0.5197681384450088
cell_457	-0.1676632760285235	0.42709280154829454
cell_458	-0.9773864287696642	0.9468152230688931
cell_459	-0.6203953996762006	-1.7242202292907227
cell_460	-1.7692395874149678	1.4184291924068209
cell_461	-0.9419848855697832	-2.5930323815537633
cell_462	-0.6333531566215221	1.1820114848683698
cell_463	-0.5771097759593814	-1.554998379278081
cell_464	0.3311984777487368	-0.1982049464994664
cell_465	-0.5846891598041274	-1.9881259665462083
cell_466	-0.7291883004909024	-0.020355051966030435
cell_467	-0.3757337535905991	0.6901447027438193
cell_468	-1.6211665628231038	1.313806979916317
cell_469	-1.0225747896342199	-0.3993904530074313
cell_470	-0.22110431154933513	-2.553395476095639
cell_471	0.5445898881453943	-0.6971877311189101
cell_472	-0.016644847413411656	-1.5636126782257074
cell_473	-0.6261240517127528	-0.9233907567156948
cell_474	-0.666517691739358	0.5909630587072403
cell_475	-0.2829678571900935	0.2167243780488377
cell_476	-0.17255641527622534	1.0137147393092238
cell_477	0.3339432296016597	-0.02437725238166777
cell_478	-0.43159166406258953	0.13590867937763706
cell_479	-1.024650801396299	-1.8722068941031664
cell_480	-0.624770371645754	0.36698297490412696
cell_481	-1.1686357772580174	1.1873312938925744
cell_482	-0.08566004928080473	1.4116134927156847
cell_483	-0.4104993310505482	0.6927596132402656
cell_484	-0.5640589958194038	-0.27625717626692947
cell_485	-1.2078471665227686	0.5886344240365023
cell_486	-0.12497689404806972	0.26893561432632046
cell_487	-0.6474852174560228	-1.540099623341573
cell_488	-0.1980904763238539	0.205671862968635
cell_489	-0.12417477865469062	0.24553068843248
cell_490	-1.0671769688655461	0.6613873348067716
cell_491	-0.803803198890255	0.6858052308848943
cell_492	0.07254235430926137	-0.3186425508413514
cell_493	-0.1300696792455195	0.32811247537823285
cell_494	-1.7322093827769953	1.2025962883024133
cell_495	0.30966251013559043	0.2503897617458647
cell_496	-0.5833935894821526	-0.8771477300622542
cell_497	-0.9577409696265033	0.6414646874033232
cell_498	0.16347611110901117	0.17489944474917474
cell_499	-0.18742534042100756	0.6357123379782315
cell_500	-0.2285396120096304	0.24833485920327658
cell_501	-0.8094500884169977	0.9064383704248429
cell_502	-0.5093481401884954	0.021213891117764283
cell_503	-1.463790893750763	1.0044632242908336
cell_504	-1.125770121742528	-1.4545608511349601
cell_505	-0.2792884604978026	0.09015301178666346
cell_506	0.022358686025955365	0.9453004632655337
cell_507	-0.17047823034167792	1.4384237401732287
cell_508	-0.8376505677675133	0.554306202040104
cell_509	-0.5302008161658389	-1.6368597623040935
cell_510	-0.1672645026227736	-1.932733816573037
cell_511	-0.6832064436607741	0.568341261933884
cell_512	-0.49979246982675907	0.8326945098774867
cell_513	-0.9831587060732565	-1.580487641976933
cell_514	-0.8840384961471393	0.8857428190736633
cell_515	-0.40940280161607867	-0.17627806815543556
cell_516	-0.18201694587486433	0.7835046340566592
cell_517	1.1175803120063634	-0.5211468766889455
cell_518	-1.005485545420843	0.6644587087597804
cell_519	-0.2609986056590109	-0.6153314633230174
cell_520	0.14309544233338178	-0.47499414263446915
cell_521	-0.29439634434735296	-0.977952887268749
cell_522	1.789360359771234	-0.9330385549454621
cell_523	-0.8048025307068192	-2.500498684364526
cell_524	-0.6714398475376695	0.4920204748569468
cell_525	0.257686989354423	0.012524098596615352
cell_526	0.06170949291375816	0.07572114163679394
cell_527	-0.9047303599008605	0.4891107232539581
cell_528	-0.7435811987808278	0.9953527730648108
cell_529	0.09373159512861085	0.849111321470712
cell_530	0.06852372819766195	0.6650481884050208
cell_531	0.03845775138555996	1.27438938704344
cell_532	0.3327768152575765	0.14990227301307335
cell_533	-0.5587171130962506	-0.2839494109698834
cell_534	-0.12421562212609377	0.9812473828121024
cell_535	0.44497862290101053	0.04002286284129425
cell_536	-1.6629417209767614	1.2729325697596958
cell_537	-0.476048477538666	0.2665841443720339
cell_538	-0.4758193617177886	-0.7387746608447526
cell_539	0.12010842621812534	0.36327537470044696
cell_540	-0.12528376376829592	0.2718438825541033
cell_541	-0.10958064429655523	-0.13131624803388664
cell_542	-1.800597078891261	-2.921909137735937
cell_543	-0.933683887450903	0.6334444735025674
cell_544	0.16598066143692836	0.3543592479400564
cell_545	-0.5924372516514449	0.8710122362245722
cell_546	-0.9984080637857706	-2.084707199012237
cell_547	-0.5362278729086245	-1.8494331726367121
cell_548	-0.5521938379774947	0.26761878199990313
cell_549	-0.1436255415546272	-0.4855906389772635
cell_550	-1.6108472764300394	1.1061622421434505
cell_551	-0.42549708134792036	0.4800634287236873
cell_552	-0.1376327378608586	-0.07877457998116633
cell_553	-0.4021482235128273	0.12903543030228115
cell_554	-0.20156694217948357	1.4030392781132326
cell_555	0.4729561398650275	-0.06420676591662244
cell_556	-0.6658761681454718	0.7698337899379213
cell_557	-0.04024991688626106	0.4143779914508531
cell_558	0.3549493164125007	-0.21077968828285987
cell_559	-0.4173784636720733	0.5226260235112624
cell_560	-1.4709378335335428	1.07209596075879
cell_561	-0.007476060350027847	0.19116056865355024
cell_562	-1.2476221448858622	-2.2148590213190813
cell_563	-1.5430106091406879	1.1023620006713328
cell_564	-0.25996311461825417	0.7447608954000928
cell_565	0.3217230955189617	0.9769336808638438
cell_566	-0.22811014533485618	0.6795073912377166
cell_567	-1.2872501940138192	0.91167944040302
cell_568	0.2220223991193523	-0.3288850169274643
cell_569	0.29444037490038644	1.1998429169467473
cell_570	-0.22631118841862163	-0.6956309349466221
cell_571	-0.4922345122635293	0.5194361457790533
cell_572	0.05562606392410152	0.16287794956221402
cell_573	-0.20720664718033738	-0.17314105604333585
cell_574	-0.8451899771347089	-3.245719380302776
cell_575	-0.010734701078170872	-1.2557462665323962
cell_576	0.24202297980978738	0.5069877429864353
cell_577	-0.4970846080868275	0.24309869338146617
cell_578	0.49021028982500137	-0.3031741763009449
cell_579	-0.5763672517263049	-1.36849744110286
cell_580	-0.224366315737764	-0.7801210147463058
cell_581	-0.21265293959151405	2.7971150156281417
cell_582	-0.3887778712053694	-0.31367962710235064
